Latitude,Longitude,LeadLevel,Month,SalesPrice,LoanAmount,CensusBlock,InService,DistToBoundary
42.988174,-83.689479,0,82,36400,36400,0.0025,1,2453.525474
43.043618,-83.643792,0,140,36400,36400,0.002,1,2113.014085
42.950807,-83.695511,0.015790637,218,36400,36400,0.000727273,0,9417.142524
43.058814,-83.659429,0,16,36400,36400,0.000692308,1,2262.230745
43.044028,-83.719245,0,51,36400,36400,0,1,3749.175658
43.054059,-83.731543,0,20,36379,36379,0.002685714,1,519.4527818
43.069651,-83.730344,0,76,36375,36375,0.002,1,815.7243795
43.103524,-83.735437,0,27,36361,36361,0,0,9299.494958
43.033054,-83.727871,0,60,36360,36360,0.003,1,2098.55638
43.083763,-83.709427,0,91,36340,36340,0,0,2710.352119
43.032145,-83.656813,0,125,36324,36324,0,1,5669.495581
43.112136,-83.752563,0,122,36309,36309,0.098,0,14109.37509
43.035571,-83.636018,0,188,36300,36300,0.005448276,1,154.2421809
42.965575,-83.585695,0,37,36300,36300,0,0,17768.20872
43.022326,-83.734337,0,107,36299,36299,0,0,849.2271437
42.987026,-83.694745,0,94,36295,36295,0.002833333,1,2128.492587
43.0244,-83.763217,0.009357245,202,36284,36284,0,0,5611.483326
42.95692,-83.691807,0,26,36253,36253,0.001,0,7139.355332
43.02215,-83.719653,0,4,36250,36250,0.028333333,1,2683.022097
43.018889,-83.716853,0,69,36249,36249,0.010666667,1,3697.694712
43.023329,-83.733517,0,22,36246,36246,0,0,595.1500591
42.998283,-83.792304,0,161,36245,36245,0,0,11089.71978
43.044856,-83.821281,0,157,36237,36237,0,0,21393.73095
43.12719,-83.638747,0,164,36227,36227,0,0,18673.73046
43.056531,-83.587096,0,126,36225,36225,0,0,8984.020541
42.947746,-83.689496,0,73,36200,36200,0.001,0,10501.71163
43.076113,-83.607896,0,127,36200,36200,0,0,6214.472579
43.059466,-83.660102,0,74,36194,36194,2.00E-04,1,2436.016481
43.062858,-83.739616,0,77,36180,36180,0,0,939.9097256
43.037307,-83.662642,0,79,36170,36170,0.0172,1,5868.42266
42.978721,-83.687549,0,60,36169,36169,0,0,745.077446
43.018154,-83.730494,0,185,36133,36133,0.020381579,1,810.0914979
42.989934,-83.702618,0,183,36133,36133,0.004590909,1,3221.120947
42.967694,-83.668846,0,187,36130,36130,0.001,0,5193.993232
43.062076,-83.65244,0,18,36125,36125,0.01375,1,365.0891316
43.030049,-83.636205,0,104,36125,36125,0.001769231,1,182.2126759
43.012929,-83.730582,0,179,36110,36110,0.001214286,1,1612.793945
43.073636,-83.719955,0,161,36102,36102,0.002894737,1,991.4246387
43.014096,-83.668229,0,156,36100,36100,0.009342857,1,7384.959902
43.057615,-83.597201,0,181,36100,36100,0,0,6328.086558
43.17593,-83.746573,0,94,36075,36075,0.0025,0,35714.30817
43.004897,-83.756762,0,39,36075,36075,0.00025,0,4160.407503
43.026872,-83.7341,0,113,36073,36073,0,1,552.6882333
42.99405,-83.656421,0,108,36050,36050,0.004368421,1,1968.341748
43.073034,-83.778745,0,145,36042,36042,0,0,11798.97391
43.032583,-83.726404,0,49,36040,36040,0.012226415,1,2496.01423
43.042617,-83.63985,0,33,36040,36040,0.001,1,1030.080947
43.075922,-83.782227,0,175,36010,36010,0,0,12997.52809
42.966572,-83.680256,0,147,36010,36010,0,0,4523.006325
43.032086,-83.642702,0,92,36000,36000,0.378571429,1,1899.118964
43.018434,-83.680277,0,71,36000,36000,0.281318182,1,10968.89506
43.018434,-83.680277,0,62,36000,36000,0.281318182,1,10968.89506
42.921344,-83.705724,0,75,36000,36000,0.069,0,12615.52177
43.017572,-83.67913,0,23,36000,36000,0.06028,1,10549.95518
43.017432,-83.677837,0.015118226,221,36000,36000,0.06028,1,10221.1996
43.013268,-83.719417,0,26,36000,36000,0.038169643,1,4130.689817
43.01934,-83.727484,0,12,36000,36000,0.034583333,1,1153.746067
43.005688,-83.740223,0,143,36000,36000,0.0265,1,93.35593995
43.019763,-83.725204,0,108,36000,36000,0.025681818,1,1580.681574
43.019764,-83.726273,0,82,36000,36000,0.025681818,1,1340.887395
43.044437,-83.647167,0,90,36000,36000,0.023481481,1,2331.739168
43.031173,-83.722168,0,31,36000,36000,0.0204,1,3277.607184
43.018378,-83.730206,0,129,36000,36000,0.020381579,1,835.6328477
43.072765,-83.711716,0,37,36000,36000,0.0158,1,1010.558345
42.989165,-83.746795,0,122,36000,36000,0.0135,0,3290.175425
43.017117,-83.659337,0,20,36000,36000,0.011313869,1,6247.21466
43.011885,-83.717506,0,21,36000,36000,0.010363636,1,4774.769248
43.044622,-83.722113,0,14,36000,36000,0.0095,1,2987.229757
43.021309,-83.719594,0,42,36000,36000,0.00909375,1,2745.028809
42.983656,-83.653511,0,164,36000,36000,0.008363636,1,36.76231344
43.013386,-83.728871,0.018875757,206,36000,36000,0.0082,1,1818.626804
43.007507,-83.638,0.007405444,208,36000,36000,0.0076875,1,785.9648124
43.01395,-83.677052,0.015337783,211,36000,36000,0.007636364,1,9484.24188
43.017086,-83.662407,0,124,36000,36000,0.007333333,1,6797.630584
43.034529,-83.728432,0,159,36000,36000,0.006933333,1,1620.504531
42.979939,-83.654705,0,9,36000,36000,0.006931034,0,742.3705679
42.986706,-83.699566,0,122,36000,36000,0.006928571,1,2032.043028
43.021518,-83.724171,0,139,36000,36000,0.006518519,1,1533.821815
43.015159,-83.721152,0.012791787,202,36000,36000,0.006375,1,3416.044026
43.019426,-83.662968,0,122,36000,36000,0.006259259,1,7468.517733
43.018893,-83.656671,0,104,36000,36000,0.006079365,1,5786.52999
43.036079,-83.50814,0,71,36000,36000,0.006,0,30544.67415
43.037764,-83.508166,0,71,36000,36000,0.006,0,30429.63402
43.036936,-83.508458,0,71,36000,36000,0.006,0,30404.46956
42.997234,-83.728499,0,86,36000,36000,0.0054,1,1394.079486
43.06857,-83.69318,0,19,36000,36000,0.004736486,1,2572.630608
43.006385,-83.707852,0,8,36000,36000,0.0044,1,7096.649796
43.006385,-83.707852,0,7,36000,36000,0.0044,1,7096.649796
43.015322,-83.719517,0,141,36000,36000,0.00425,1,3738.190423
43.021596,-83.727333,0.018593152,208,36000,36000,0.004,1,739.4761168
43.050744,-83.720258,0,82,36000,36000,0.003571429,1,3519.379063
43.036286,-83.712289,0,2,36000,36000,0.0035,1,5594.771437
43.021203,-83.715664,0,2,36000,36000,0.003470588,1,3788.936146
43.028373,-83.724542,0,22,36000,36000,0.003,1,2081.069373
42.99027,-83.703724,0,153,36000,36000,0.00272973,1,3348.204293
43.027401,-83.720489,0,20,36000,36000,0.002714286,1,2700.265602
43.027527,-83.721845,0,66,36000,36000,0.002714286,1,2411.392554
42.995376,-83.692028,0,103,36000,36000,0.002571429,1,5119.004419
43.16955,-83.747261,0,178,36000,36000,0.0025,0,33455.27241
43.163991,-83.751408,0,184,36000,36000,0.0025,0,31695.45515
42.995169,-83.72709,0,191,36000,36000,0.002428571,1,1563.619011
42.993312,-83.731972,0,193,36000,36000,0.002333333,1,298.4018803
42.987764,-83.687302,0,8,36000,36000,0.00205,1,2268.531338
43.181984,-83.737857,0,145,36000,36000,0.002,0,37604.00519
43.023526,-83.665601,0.013880315,218,36000,36000,0.002,1,8133.444875
43.028481,-83.731632,0,83,36000,36000,0.002,1,1337.794773
43.023039,-83.658943,0.013372236,222,36000,36000,0.001888889,1,6383.01376
43.037987,-83.639014,0,120,36000,36000,0.001869565,1,835.5696172
43.026007,-83.726083,0,96,36000,36000,0.001666667,1,1170.121927
43.025835,-83.72655,0,65,36000,36000,0.001666667,1,1035.194382
42.991958,-83.68373,0,43,36000,36000,0.0015,1,3735.314324
43.040774,-83.646743,0,65,36000,36000,0.001411765,1,2892.25781
43.045867,-83.644014,0,65,36000,36000,0.001323529,1,1816.04418
43.003215,-83.711381,0,143,36000,36000,0.001266667,1,5698.79067
42.996765,-83.736533,0,27,36000,36000,0.00125,1,380.876803
43.030278,-83.665386,0,18,36000,36000,0.0012,1,7981.307942
42.985553,-83.704207,0,122,36000,36000,0.001071429,1,1631.367094
43.131117,-83.57874,0,86,36000,36000,0.001,0,26976.73885
42.956672,-83.689352,0,126,36000,36000,0.001,0,7254.849672
42.992857,-83.695969,0,101,36000,36000,0.001,1,4258.414529
43.055326,-83.721048,0,105,36000,36000,0.001,1,3330.225692
43.082203,-83.68767,0,41,36000,36000,0.001,0,2357.692295
43.041853,-83.639444,0,186,36000,36000,0.001,1,946.6929629
42.985627,-83.651026,0,88,36000,36000,0.001,0,688.3427004
43.047048,-83.638755,0.008480843,212,36000,36000,9.00E-04,1,775.4258565
43.029825,-83.696546,0,101,36000,36000,8.00E-04,1,9044.232941
43.060716,-83.699345,0,68,36000,36000,0.00075,1,5392.954501
42.950951,-83.697586,0,164,36000,36000,0.000727273,0,9266.152703
43.083543,-83.756672,0,1,36000,36000,0.000666667,0,6911.864763
42.983461,-83.763901,0,164,36000,36000,0.000666667,0,3839.120147
43.023422,-83.697641,0,87,36000,36000,0.000642857,1,8493.029551
43.004183,-83.712087,0,19,36000,36000,5.00E-04,1,5990.84724
43.059673,-83.703192,0,23,36000,36000,5.00E-04,1,5747.203409
43.067293,-83.721923,0,28,36000,36000,5.00E-04,1,2989.471175
43.017458,-83.743269,0,188,36000,36000,4.00E-04,0,1826.158677
43.006371,-83.640634,0,77,36000,36000,0.000384615,1,807.0032527
43.05067,-83.737773,0,5,36000,36000,0.000333333,0,1161.958597
42.980245,-83.703474,0,178,36000,36000,0.000333333,0,305.938246
43.036289,-83.505918,0,71,36000,36000,0,0,31114.67427
43.036459,-83.505919,0,71,36000,36000,0,0,31103.3143
43.036629,-83.505919,0,71,36000,36000,0,0,31092.33681
43.036799,-83.50592,0,71,36000,36000,0,0,31081.21568
43.036968,-83.505916,0,71,36000,36000,0,0,31071.59363
43.037073,-83.507117,0,45,36000,36000,0,0,30748.7348
43.036211,-83.507529,0,45,36000,36000,0,0,30696.32658
43.037224,-83.507538,0,45,36000,36000,0,0,30628.3852
42.940855,-83.57545,0,40,36000,36000,0,0,25420.88214
43.083924,-83.814747,0,120,36000,36000,0,0,21924.25257
43.033738,-83.791899,0,78,36000,36000,0,0,13166.15119
42.997253,-83.79616,0,66,36000,36000,0,0,11346.45322
42.997253,-83.79616,0,2,36000,36000,0,0,11346.45322
43.015311,-83.781306,0,158,36000,36000,0,0,11258.56513
43.075672,-83.77096,0,145,36000,36000,0,0,9985.967862
43.01756,-83.767149,0,25,36000,36000,0,0,7504.838016
43.061862,-83.594635,0,141,36000,36000,0,0,7355.426479
42.976717,-83.62302,0,101,36000,36000,0,0,7198.486409
42.961775,-83.674103,0,40,36000,36000,0,0,6913.188658
43.018736,-83.765159,0,63,36000,36000,0,0,6831.552199
43.052251,-83.597717,0,143,36000,36000,0,0,6074.996642
43.049829,-83.713898,0,69,36000,36000,0,1,5214.765539
42.982051,-83.630303,0,133,36000,36000,0,0,4461.452595
43.081688,-83.747294,0.014755194,207,36000,36000,0,0,4403.580891
43.036022,-83.620976,0,161,36000,36000,0,0,3870.309914
42.963622,-83.71076,0,159,36000,36000,0,0,3818.695735
43.064369,-83.610126,0.005410675,204,36000,36000,0,0,3517.891887
43.069794,-83.614686,0,164,36000,36000,0,0,3434.883707
42.975368,-83.674801,0,3,36000,36000,0,0,2368.404157
42.987565,-83.681218,0.013230349,212,36000,36000,0,1,2107.677233
42.998522,-83.745709,0,35,36000,36000,0,0,1844.81884
43.046115,-83.626542,0,147,36000,36000,0,0,1843.913041
43.023646,-83.744677,0,66,36000,36000,0,0,1564.722949
43.065033,-83.620941,0,159,36000,36000,0,0,1226.746115
42.998132,-83.639659,0,1,36000,36000,0,0,1160.734252
43.02308,-83.735343,0,42,36000,36000,0,0,856.0712453
43.027291,-83.732564,0.022437376,211,36000,36000,0,1,843.382109
43.039721,-83.633691,0,190,36000,36000,0,0,585.1297359
42.981528,-83.661726,0,183,36000,36000,0,0,167.979377
43.045463,-83.647711,0,8,35981,35981,0.000115385,1,1956.879293
43.002494,-83.684457,0,165,35951,35951,0.005,1,7579.788726
43.064157,-83.740676,0,89,35932,35932,0.064,0,1490.988774
43.044622,-83.652222,0,19,35924,35924,0.047571429,1,2294.598312
43.060141,-83.597343,0,178,35913,35913,0,0,6477.467333
43.01608,-83.784802,0,147,35901,35901,0,0,12023.44592
42.920692,-83.704941,0,84,35900,35900,0.069,0,12931.74993
43.029232,-83.717378,0,2,35900,35900,0.01,1,3753.525411
42.988274,-83.690956,0,22,35900,35900,0.008571429,1,2515.176736
43.016408,-83.658448,0.016080181,205,35900,35900,0.008328125,1,5896.437234
42.98497,-83.712739,0,102,35900,35900,0.007247059,1,1454.905737
43.016195,-83.717257,0,166,35900,35900,0.004142857,1,4071.165043
43.03118,-83.661909,0,14,35900,35900,0.0036,1,7041.918418
43.022189,-83.664411,0,131,35900,35900,0.002818182,1,7847.295799
43.058882,-83.731154,0,64,35900,35900,0.002416667,1,789.580057
42.988539,-83.695936,0,3,35900,35900,0.001428571,1,2684.801199
42.981347,-83.700616,0,156,35900,35900,0.00102381,1,83.63259494
42.967134,-83.816777,0,27,35900,35900,0,0,11990.98561
42.966918,-83.816746,0,56,35900,35900,0,0,11982.17475
43.036516,-83.620989,0,164,35900,35900,0,0,3872.438332
43.087572,-83.725589,0,187,35900,35900,0,0,3039.83319
43.029891,-83.666556,0,10,35892,35892,0.001714286,1,8296.761129
42.966606,-83.677605,0,118,35872,35872,0,0,4967.194413
42.999018,-83.729647,0,108,35865,35865,0.003,1,1638.070865
43.059572,-83.727139,0,184,35857,35857,0.0015,1,1593.767618
43.029848,-83.708441,0,51,35816,35816,0.021136364,1,6006.485397
43.062948,-83.653561,0,178,35806,35806,0.001111111,1,656.5427415
42.985397,-83.642923,0,101,35803,35803,0.000333333,0,1486.722426
43.026077,-83.743794,0,118,35800,35800,0,0,655.6724074
43.003616,-83.738434,0,23,35768,35768,0.001333333,1,411.9280453
43.000992,-83.721995,0,24,35764,35764,4.00E-04,1,3602.715444
43.039132,-83.730743,0,34,35764,35764,0.000333333,1,643.9737862
43.121023,-83.654571,0,106,35745,35745,0,0,16265.9682
42.998013,-83.73234,0,88,35735,35735,0.005533333,1,1028.089491
43.018079,-83.681046,0,112,35712,35712,0.0045,1,11089.48081
43.008196,-83.65655,0,113,35708,35708,0.008857143,1,3619.041382
43.018109,-83.658427,0.077290233,195,35700,35700,0.009098361,1,6265.398942
42.997502,-83.691839,0,167,35700,35700,0.0034,1,5886.293493
43.125132,-83.57472,0,148,35700,35700,0.001,0,25691.52898
42.980824,-83.661623,0,83,35700,35700,0,0,424.6952236
43.027703,-83.675733,0,65,35645,35645,0.005333333,1,10758.91894
43.040739,-83.660966,0,99,35640,35640,0.5028,1,4585.263959
43.022656,-83.731157,0,106,35616,35616,0,0,328.6257515
43.037121,-83.646658,0,102,35590,35590,0.0035,1,2882.793316
43.061064,-83.65167,0,103,35580,35580,0.00052,1,168.6819337
42.983486,-83.709181,0.006579356,200,35576,35576,0.005833333,1,899.1058777
42.992689,-83.686299,0,135,35553,35553,0.001333333,1,4043.499654
42.968498,-83.815213,0,28,35535,35535,0,0,11575.66034
42.968498,-83.815213,0,28,35535,35535,0,0,11575.66034
42.976192,-83.704802,0,92,35525,35525,0,0,1777.258906
43.02828,-83.659029,0,97,35501,35501,0.0012,1,6295.784478
43.027025,-83.662194,0,8,35500,35500,0.0936,1,7150.577171
43.030199,-83.641105,0,44,35500,35500,0.0172,1,1491.061591
42.984987,-83.667236,0,47,35500,35500,0.008928571,1,1100.788746
43.011185,-83.669281,0,194,35500,35500,0.007666667,1,7179.981289
43.04189,-83.644788,0.012833157,212,35500,35500,0.0033,1,2357.921777
43.032756,-83.727469,0,1,35500,35500,0.003,1,2251.243283
43.033054,-83.727871,0,70,35500,35500,0.003,1,2098.55638
43.169278,-83.735043,0,8,35500,35500,0.0025,0,32924.72841
42.798908,-83.700199,0,145,35500,35500,0.002,0,54506.68188
42.996438,-83.657078,0,123,35500,35500,0.00125,1,2836.602853
43.048077,-83.718163,0,22,35500,35500,0.001,1,4066.520298
43.038962,-83.639414,0.025242814,198,35500,35500,0.0009375,1,938.1630021
43.038693,-83.639406,0,141,35500,35500,0.0009375,1,937.219781
43.042366,-83.649085,0,77,35500,35500,9.00E-04,1,3083.160838
43.047156,-83.731037,0,77,35500,35500,8.00E-04,1,621.2663941
42.951457,-83.693263,0,156,35500,35500,0.000727273,0,9137.649693
43.007549,-83.647827,0,30,35500,35500,0.000647059,1,1600.499936
42.997589,-83.777937,0,20,35500,35500,0.000333333,0,9299.836518
42.939273,-83.658057,0,169,35500,35500,0,0,15575.01917
43.02666,-83.761616,0,166,35500,35500,0,0,5067.475839
43.055688,-83.604521,0,157,35500,35500,0,0,4317.752051
42.970263,-83.669802,0,41,35500,35500,0,0,4253.198177
43.009536,-83.747755,0.015960129,198,35500,35500,0,0,2248.322379
42.98411,-83.688918,0,12,35476,35476,0.285111111,1,965.9965945
43.011402,-83.743162,0,164,35449,35449,0,0,968.3965771
43.017104,-83.657093,0,183,35443,35443,0.006772727,1,5874.386729
43.043666,-83.651889,0,97,35435,35435,0.0025,1,2625.952643
43.074845,-83.710747,0,23,35434,35434,0.001555556,1,254.5225101
43.0583,-83.650404,0,109,35423,35423,0.00075,0,144.1592943
43.000941,-83.692586,0,175,35410,35410,0.0025,1,7152.114349
43.047001,-83.731419,0,14,35400,35400,8.00E-04,1,518.4185054
43.000194,-83.725597,0,63,35394,35394,0.002538462,1,2670.369365
42.966398,-83.708693,0,158,35377,35377,0.000333333,0,2989.948814
43.023452,-83.713867,0,182,35363,35363,0.002,1,4155.747193
43.041658,-83.737532,0,30,35350,35350,0,0,1156.223809
43.003479,-83.724634,0,2,35336,35336,0.000666667,1,3404.184167
43.061344,-83.746368,0,41,35316,35316,0,0,2256.031671
42.980334,-83.70291,0.014759024,205,35311,35311,0.000333333,0,275.8761591
43.026564,-83.721385,0,174,35310,35310,0.0075,1,2350.411176
43.051798,-83.724814,0,56,35308,35308,0.001230769,1,2306.835411
42.92101,-83.705771,0,79,35300,35300,0.069,0,12692.57775
42.966732,-83.587,0,39,35300,35300,0,0,17258.25798
42.966546,-83.587285,0,37,35300,35300,0,0,17224.14286
43.029366,-83.720135,0,126,35270,35270,0.008954545,1,3175.924516
43.071378,-83.702811,0,182,35269,35269,0.002,1,1485.214703
42.956484,-83.697312,0,165,35253,35253,0.000727273,0,7441.072333
43.019364,-83.731017,0,135,35252,35252,0.020381579,1,467.5146032
43.003479,-83.724634,0,27,35252,35252,0.000666667,1,3404.184167
43.00559,-83.757837,0,146,35252,35252,0.00025,0,4495.83402
43.054393,-83.730573,0,8,35249,35249,0.002685714,1,780.2923433
43.000127,-83.734189,0,47,35217,35217,0.002,1,1050.435524
43.030044,-83.721674,0,180,35216,35216,0.008954545,1,3043.294715
42.994454,-83.690992,0,12,35213,35213,0.029,1,4762.814551
43.02349,-83.718015,0,190,35206,35206,0.004333333,1,3047.07905
43.032104,-83.642893,0,111,35201,35201,0.378571429,1,1949.966144
43.014545,-83.816151,0,181,35200,35200,0,0,19589.55215
43.16326,-83.738964,0,134,35176,35176,0.0025,0,30851.67758
43.034882,-83.648568,0,130,35170,35170,0,1,3492.228777
43.006524,-83.636947,0,112,35167,35167,0.001930233,1,515.676705
43.048975,-83.649117,0.012836612,212,35141,35141,0.010736842,1,674.5201239
42.986552,-83.707388,0,178,35129,35129,5.00E-04,1,2008.789058
43.027504,-83.66062,0.004900183,202,35114,35114,0.001625,1,6726.477372
42.961773,-83.729667,0,194,35111,35111,0.004,0,882.7796334
43.022588,-83.656397,0,27,35100,35100,0.0512,1,5703.374894
43.039913,-83.705411,0,79,35100,35100,0.0086,1,7415.394334
43.021761,-83.723387,0,35,35100,35100,0.006518519,1,1717.741082
43.041662,-83.737177,0,131,35091,35091,0,0,1061.316226
42.98818,-83.689192,0,126,35068,35068,0.0025,1,2450.980178
43.067292,-83.617049,0,164,35065,35065,0,0,2484.682861
43.048441,-83.642636,0,5,35051,35051,0.001323529,1,880.3483629
43.061742,-83.747906,0,82,35050,35050,0,0,2683.531906
43.001851,-83.721841,0,49,35023,35023,0.006,1,3825.697945
42.988507,-83.701888,0,68,35020,35020,0.002178571,1,2698.060088
43.089282,-83.768722,0,153,35005,35005,0,0,10736.39054
43.030138,-83.806838,0.008615851,202,35001,35001,0,0,17167.62816
42.98929,-83.753792,0,182,35001,35001,0,0,4800.175774
43.008147,-83.692737,0,154,35000,35000,3.21,1,9772.920832
43.004775,-83.619129,0,137,35000,35000,1.485,0,4227.96759
43.030059,-83.736627,0.011631758,199,35000,35000,0.195868421,1,831.899911
43.105483,-83.741336,0,78,35000,35000,0.098,0,10543.38861
42.998793,-83.727427,0.010945596,202,35000,35000,0.082583333,1,1964.83958
43.003492,-83.626273,0,105,35000,35000,0.0805,0,2336.815958
42.991661,-83.707049,0,81,35000,35000,0.069771429,1,3033.830512
42.991661,-83.707049,0.014094443,215,35000,35000,0.069771429,1,3033.830512
42.996009,-83.733943,0,43,35000,35000,0.053809524,1,272.6717825
43.022257,-83.656986,0,182,35000,35000,0.0512,1,5861.708995
43.031452,-83.637642,0,41,35000,35000,0.0436,1,553.7613729
43.01779,-83.662247,0,47,35000,35000,0.043315789,1,6950.181968
43.012992,-83.716841,0,2,35000,35000,0.042722222,1,4811.738705
42.98582,-83.669468,0,165,35000,35000,0.040666667,1,1413.83506
43.012473,-83.718726,0,98,35000,35000,0.038169643,1,4395.156407
43.013486,-83.719635,0.011854491,202,35000,35000,0.038169643,1,4052.890471
43.001481,-83.724504,0,154,35000,35000,0.035222222,1,3206.637673
43.017172,-83.720715,0,3,35000,35000,0.031666667,1,3101.885321
43.012723,-83.725785,0,130,35000,35000,0.031216216,1,2637.661096
43.012433,-83.726103,0,122,35000,35000,0.031216216,1,2622.535804
42.996372,-83.732286,0,6,35000,35000,0.030354167,1,452.2565045
43.003359,-83.712872,0,135,35000,35000,0.0302,1,5651.071212
43.04692,-83.729465,0,39,35000,35000,0.0269,1,1040.014604
43.058445,-83.696384,0,46,35000,35000,0.02448,1,6240.148847
42.994461,-83.726235,0,181,35000,35000,0.024235955,1,1794.657361
42.984708,-83.673534,0,55,35000,35000,0.02265625,1,1028.663126
43.059194,-83.710492,0,10,35000,35000,0.022142857,1,5958.879945
43.031252,-83.723344,0,66,35000,35000,0.0204,1,3127.21199
43.025327,-83.726486,0,163,35000,35000,0.020363636,1,934.0200508
43.070149,-83.716172,0,17,35000,35000,0.019727273,1,1954.704056
43.028575,-83.714313,0,28,35000,35000,0.0192,1,4376.773533
43.005799,-83.709906,0,17,35000,35000,0.01615625,1,6714.407824
43.027262,-83.673487,0,84,35000,35000,0.016135135,1,10167.9117
42.993169,-83.684545,0,107,35000,35000,0.016,1,4189.231252
42.980189,-83.654043,0,54,35000,35000,0.015981818,0,660.9461243
43.011908,-83.731816,0,156,35000,35000,0.015432432,1,1770.807707
43.018982,-83.722697,0,143,35000,35000,0.014954545,1,2297.829908
43.020165,-83.723246,0,99,35000,35000,0.014954545,1,1948.063244
43.034502,-83.665829,0,30,35000,35000,0.01425,1,7191.438011
42.992755,-83.745601,0,192,35000,35000,0.0135,0,2275.441486
42.992219,-83.74467,0,178,35000,35000,0.0135,0,2150.859369
43.03305,-83.733628,0,16,35000,35000,0.012666667,1,1268.760348
42.997187,-83.69034,0,132,35000,35000,0.012428571,1,5746.207227
43.0079,-83.727169,0,8,35000,35000,0.012,1,3096.640673
43.067418,-83.655711,0,97,35000,35000,0.011965517,1,1189.764325
43.068122,-83.655258,0,178,35000,35000,0.011965517,1,1062.281709
43.068122,-83.655258,0,154,35000,35000,0.011965517,1,1062.281709
43.023496,-83.660994,0,84,35000,35000,0.011666667,1,6914.957609
42.991019,-83.691024,0,27,35000,35000,0.011538462,1,3513.94568
43.066412,-83.722541,0,47,35000,35000,0.011242424,1,2891.931229
43.00964,-83.701584,0,93,35000,35000,0.011,1,8878.796533
43.040662,-83.701954,0,109,35000,35000,0.010867925,1,8344.846593
43.013309,-83.718246,0,57,35000,35000,0.010363636,1,4428.285166
43.013425,-83.718341,0,31,35000,35000,0.010363636,1,4392.957361
43.030927,-83.717783,0,26,35000,35000,0.0095,1,4022.764007
43.075593,-83.669347,0,102,35000,35000,0.009304348,1,156.395084
42.987923,-83.660272,0.012466385,221,35000,35000,0.008363636,1,1800.411473
42.988272,-83.655624,0.011573756,218,35000,35000,0.008363636,1,559.3774923
43.01663,-83.657305,0,123,35000,35000,0.008328125,1,5769.044521
43.013239,-83.730219,0,176,35000,35000,0.00815,1,1588.654434
43.018479,-83.697012,0,150,35000,35000,0.007625,1,8871.08168
43.046948,-83.728492,0,23,35000,35000,0.007333333,1,1300.249837
43.02616,-83.663285,0,112,35000,35000,0.006625,1,7448.238239
43.053647,-83.704488,0,4,35000,35000,0.0066,1,7747.723628
43.064128,-83.72569,0,68,35000,35000,0.006565217,1,2044.358791
43.065168,-83.726202,0,99,35000,35000,0.006565217,1,1910.347086
43.066075,-83.726249,0,72,35000,35000,0.006565217,1,1900.231814
43.019608,-83.666845,0,136,35000,35000,0.006545455,1,8290.245174
43.084273,-83.709545,0,61,35000,35000,0.0065,0,2800.094272
43.084656,-83.71362,0,58,35000,35000,0.0065,0,2204.285278
42.905381,-83.638828,0,40,35000,35000,0.006,0,28212.06266
43.097082,-83.721223,0,135,35000,35000,0.006,0,6476.786081
43.004368,-83.714991,0,128,35000,35000,0.0056,1,5842.886933
43.004947,-83.738157,0,73,35000,35000,0.0055,1,691.691986
42.983957,-83.664144,0,20,35000,35000,0.005454545,1,720.8165388
42.985861,-83.708478,0,141,35000,35000,0.004864865,1,1761.585042
42.985832,-83.709744,0,141,35000,35000,0.004864865,1,1756.359211
43.004137,-83.724088,0,141,35000,35000,0.004727273,1,3587.145694
43.004497,-83.72468,0,21,35000,35000,0.004727273,1,3460.527611
43.004425,-83.725188,0,42,35000,35000,0.004727273,1,3322.303914
43.008599,-83.726236,0,159,35000,35000,0.004727273,1,3289.101126
43.004787,-83.72559,0,18,35000,35000,0.004545455,1,3252.976833
42.983722,-83.655882,0,93,35000,35000,0.0044,1,593.657893
43.031431,-83.639099,0.009428119,219,35000,35000,0.0043,1,943.3634807
43.085125,-83.60205,0,48,35000,35000,0.004,0,9609.007904
43.04057,-83.70879,0,5,35000,35000,0.004,1,6517.126353
42.96154,-83.731706,0.021042046,219,35000,35000,0.004,0,468.3226938
43.037331,-83.63589,0,105,35000,35000,0.004,1,3.384726334
43.041391,-83.704229,0,33,35000,35000,0.003666667,1,7742.316088
42.994802,-83.687826,0,32,35000,35000,0.003555556,1,4837.250942
42.994802,-83.687826,0,24,35000,35000,0.003555556,1,4837.250942
43.008571,-83.735644,0,7,35000,35000,0.0035,1,827.5626413
43.008571,-83.736482,0,115,35000,35000,0.0035,1,608.1178975
43.03994,-83.66265,0,66,35000,35000,0.003368421,1,5091.374074
43.014063,-83.709179,0,7,35000,35000,0.003333333,1,6316.395752
43.008439,-83.701268,0,23,35000,35000,0.003222222,1,8538.643009
42.997746,-83.729394,0,58,35000,35000,0.0032,1,1319.286367
43.019324,-83.656906,0,128,35000,35000,0.003111111,1,5847.749733
43.002437,-83.803006,0,109,35000,35000,0.003,0,13949.82073
43.026865,-83.679372,0,25,35000,35000,0.003,1,11617.26666
43.033826,-83.669254,0,61,35000,35000,0.003,1,7934.203844
43.006216,-83.728734,0,52,35000,35000,0.003,1,2678.741623
43.055863,-83.725082,0,74,35000,35000,0.003,1,2254.781854
43.033461,-83.729201,0,132,35000,35000,0.003,1,1756.567242
43.022353,-83.723314,0,7,35000,35000,0.003,1,1709.808081
43.073697,-83.720329,0,190,35000,35000,0.002894737,1,1052.123112
